area_type,Available month,Available status,availability,location,Sizes,bath,balcony,price,Total_Sqft
Built-up  Area, ,Ready To Move,Ready To Move,Bisuvanahalli,2 BHK,1,1,32.00,700.00
Plot  Area, ,Ready To Move,Ready To Move,AGS Layout,3 BHK,3,0,110.00,1936.00
Super built-up  Area,December,Scheduled dates,18-Dec,Hosa Road,3 BHK,3,1,101.00,1680.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rayasandra,2 BHK,2,2,57.00,1253.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,3 BHK,3,3,230.00,1640.00
Super built-up  Area, ,Ready To Move,Ready To Move,Mysore Road,3 BHK,3,2,50.00,1082.00
Built-up  Area,December,Scheduled dates,18-Dec,Electronic City,2 BHK,2,1,30.75,1065.00
Super built-up  Area,December,Scheduled dates,18-Dec,Iblur Village,3 BHK,4,2,145.00,2100.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City,2 BHK,2,1,58.00,1070.00
Super built-up  Area,September,Scheduled dates,16-Sep,Raja Rajeshwari Nagar,3 BHK,3,2,57.60,1280.00
Plot  Area,April,Scheduled dates,18-Apr,6th block Koramangala,5 BHK,5,2,300.00,1200.00
Built-up  Area,August,Scheduled dates,18-Aug,Electronic City Phase II,2 BHK,2,1,29.25,1125.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,3,2,122.00,1755.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City,2 BHK,2,1,54.00,1210.00
Super built-up  Area,September,Scheduled dates,18-Sep,Talaghattapura,2 BHK,2,2,30.43,951.00
Built-up  Area,April,Scheduled dates,18-Apr,Electronic City,3 BHK,2,1,75.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Coffee Board Layout,3 BHK,3,2,90.00,1652.50
Super built-up  Area, ,Ready To Move,Ready To Move,Yeshwanthpur,3 BHK,2,2,76.18,1381.00
Super built-up  Area,December,Scheduled dates,18-Dec,Whitefield,2 BHK,2,1,57.00,1085.00
Super built-up  Area,April,Scheduled dates,18-Apr,Whitefield,1 BHK,1,1,50.00,905.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur Road,3 BHK,3,2,95.00,1685.00
Super built-up  Area, ,Ready To Move,Ready To Move,Somasundara Palya,2 BHK,2,2,75.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Anandapura,2 BHK,2,1,42.90,1151.00
Built-up  Area, ,Ready To Move,Ready To Move,Brookefield,4 BHK,3,3,170.00,3532.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,2,86.91,1665.00
Built-up  Area, ,Ready To Move,Ready To Move,Kengeri Satellite Town,2 BHK,2,1,40.00,800.00
Built-up  Area, ,Ready To Move,Ready To Move,Chamrajpet,2 BHK,2,1,162.00,1050.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajiv Nagar,2 BHK,2,2,46.50,1030.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hoodi,2 BHK,2,1,71.03,1257.00
Super built-up  Area,December,Scheduled dates,18-Dec,Whitefield,3 BHK,3,2,82.00,1600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Choodasandra,3 BHK,3,3,75.00,1465.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jakkur,3 BHK,3,2,111.00,1650.00
Built-up  Area, ,Ready To Move,Ready To Move,Yelahanka New Town,2 BHK,1,1,80.00,680.00
Plot  Area,August,Scheduled dates,18-Aug,Whitefield,4 BHK,4,2,80.00,1230.00
Super built-up  Area, ,Ready To Move,Ready To Move,Koramangala,2 BHK,2,2,82.00,1300.00
Built-up  Area, ,Ready To Move,Ready To Move,KR Puram,2 BHK,2,1,44.50,1000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Mahadevpura,2 BHK,2,1,53.80,1146.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennagara,6 BHK,6,3,120.00,1200.00
Super built-up  Area,March,Scheduled dates,18-Mar,Indira Nagar,3 BHK,4,Not Provided,312.00,2601.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vishwanatha Nagenahalli,3 BHK,3,2,110.00,2159.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,2,40.00,1255.00
Super built-up  Area, ,Ready To Move,Ready To Move,Padmanabhanagar,2 BHK,2,1,60.00,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,2 BHK,2,1,37.00,1040.00
Plot  Area, ,Ready To Move,Ready To Move,TC Palaya,8 BHK,8,2,150.00,1500.00
Plot  Area, ,Ready To Move,Ready To Move,Byrathi Village,4 BHK,3,2,55.00,906.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,2 BHK,2,1,41.30,1180.00
Plot  Area, ,Ready To Move,Ready To Move,Ullal Uppanagar,7 BHK,7,2,169.00,1200.00
Plot  Area, ,Ready To Move,Ready To Move,Govindpura,6 BHK,7,2,100.00,850.00
Super built-up  Area, ,Ready To Move,Ready To Move,KR Puram,2 BHK,2,3,47.00,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,3,2,51.00,1374.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vidyaranyapura,9 BHK,10,3,130.00,4700.00
Super built-up  Area,December,Scheduled dates,19-Dec,Whitefield,1 BHK,1,0,32.15,630.50
Plot  Area, ,Ready To Move,Ready To Move, south,3 BHK,2,0,480.00,2400.00
Plot  Area, ,Ready To Move,Ready To Move,Ittamadu,5 BHK,4,Not Provided,130.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jalahalli,3 BHK,4,2,165.00,2384.00
Super built-up  Area,August,Scheduled dates,19-Aug,Electronic City,3 BHK,2,2,28.41,1033.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,2,1,54.00,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Haralur Road,3 BHK,3,2,105.00,2017.00
Plot  Area, ,Ready To Move,Ready To Move,Rainbow Drive,3 BHK,3,2,138.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kamala Nagar,2 BHK,2,0,43.00,700.00
Plot  Area, ,Ready To Move,Ready To Move,Shampura,6 BHK,6,2,75.00,1150.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,2,2,52.33,1495.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothanur,2 BHK,2,1,68.50,1302.00
Built-up  Area,March,Scheduled dates,18-Mar,Whitefield,1 BHK,1,1,52.00,905.00
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,1,55.79,1303.00
Built-up  Area, ,Ready To Move,Ready To Move,Electronics City Phase 1,3 BHK,3,0,71.00,1350.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gottigere,3 BHK,2,2,95.00,1380.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,3 BHK,3,1,110.00,1620.00
Built-up  Area, ,Ready To Move,Ready To Move,Chandapura,4 BHK,4,3,250.00,4800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,2 BHK,2,1,38.50,1000.00
Plot  Area, ,Ready To Move,Ready To Move,Ramamurthy Nagar,3 BHK,4,0,88.00,800.00
Super built-up  Area,April,Scheduled dates,18-Apr,Thanisandra,2 BHK,1,1,54.00,1250.00
Built-up  Area, ,Ready To Move,Ready To Move,3rd Block Koramangala,3 BHK,3,3,170.00,1750.00
Super built-up  Area, ,Ready To Move,Ready To Move,Anekal,3 BHK,3,2,55.00,997.00
Super built-up  Area,October,Scheduled dates,15-Oct,Kothanur,3 BHK,3,Not Provided,111.00,1760.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,2,2,75.00,1322.00
Plot  Area, ,Ready To Move,Ready To Move,Kanaka Nagar,3 BHK,3,0,99.00,1365.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sahakara Nagar,3 BHK,3,2,125.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kaggadasapura,3 BHK,2,2,50.00,1256.00
Super built-up  Area, ,Ready To Move,Ready To Move,Brookefield,2 BHK,2,2,48.00,941.00
Plot  Area, ,Ready To Move,Ready To Move,Devanahalli,4 BHK,4,3,465.00,5000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,2,86.58,1665.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur Road,2 BHK,2,Not Provided,84.18,1414.00
Super built-up  Area, ,Ready To Move,Ready To Move,Chikkalasandra,3 BHK,2,3,55.25,1270.00
Plot  Area, ,Ready To Move,Ready To Move,Madiwala,3 BHK,2,2,80.00,800.00
Plot  Area, ,Ready To Move,Ready To Move,Kengeri Satellite Town,4 BHK,3,0,300.00,4100.00
Built-up  Area, ,Ready To Move,Ready To Move,Mathikere,6 BHK,3,Not Provided,105.00,1800.00
Super built-up  Area,March,Scheduled dates,21-Mar,Kanakpura Road,1 BHK,1,1,38.44,712.00
Super built-up  Area,December,Scheduled dates,17-Dec,Rajaji Nagar,4 BHK,5,0,251.50,2648.00
Plot  Area, ,Ready To Move,Ready To Move,Basaveshwara Nagar Yelahanka,3 BHK,4,2,180.00,900.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hebbal,2 BHK,2,1,49.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kengeri Satellite Town,1 BHK,1,1,22.00,654.00
Super built-up  Area, ,Ready To Move,Ready To Move,Peenya,2 BHK,1,1,55.00,708.00
Plot  Area, ,Ready To Move,Ready To Move,Singapura Village,4 BHK,5,3,75.00,600.00
Built-up  Area, ,Ready To Move,Ready To Move,Wilson Garden,3 BHK,3,3,135.00,1680.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jakkasandra Extension,2 BHK,2,2,58.00,990.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,2 BHK,2,1,42.00,1380.00
Super built-up  Area,May,Scheduled dates,18-May,Hebbal,2 BHK,2,2,62.00,1088.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,3 BHK,3,2,77.50,1414.00
Built-up  Area, ,Ready To Move,Ready To Move,Seshadripuram,2 BHK,2,1,100.00,1240.00
Built-up  Area, ,Ready To Move,Ready To Move,Ganesha Block,3 BHK,3,3,118.00,1810.00
Super built-up  Area,December,Scheduled dates,19-Dec,4th Block Jayanagar,3 BHK,3,2,240.00,2005.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothanur,2 BHK,2,2,58.00,1185.00
Plot  Area,October,Scheduled dates,18-Oct,Whitefield,3 BHK,3,2,57.15,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Shikaripalya,2 BHK,2,1,58.00,1265.00
Built-up  Area, ,Ready To Move,Ready To Move,Sahakara Nagar,2 BHK,2,1,55.00,1100.00
Built-up  Area, ,Ready To Move,Ready To Move,Friends Colony,2 BHK,2,2,44.00,1035.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sonnenahalli,1 BHK,1,0,30.72,614.50
Built-up  Area, ,Ready To Move,Ready To Move,2nd Block Jayanagar,2 BHK,2,1,97.00,1000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hegde Nagar,2 BHK,2,2,49.35,1179.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vittasandra,3 BHK,3,1,84.00,1650.00
Plot  Area, ,Ready To Move,Ready To Move,Malur Hosur Road,6 BHK,4,3,100.00,2800.00
Plot  Area, ,Ready To Move,Ready To Move,Lakshmipura Vidyaanyapura,8 BHK,6,2,120.00,3500.00
Built-up  Area, ,Ready To Move,Ready To Move,Nagaraja Garden,3 BHK,3,1,78.65,1430.00
Super built-up  Area, ,Ready To Move,Ready To Move,Marathahalli,3 BHK,2,2,58.00,1130.00
Super built-up  Area, ,Ready To Move,Ready To Move,JP Nagar,3 BHK,2,Not Provided,110.00,1850.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur,3 BHK,3,2,54.24,1340.00
Plot  Area, ,Ready To Move,Ready To Move,Nagawara Junction,2 BHK,2,0,30.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Banashankari,3 BHK,5,2,250.00,2582.00
Super built-up  Area, ,Ready To Move,Ready To Move,Channasandra,2 BHK,2,1,55.00,1160.00
Built-up  Area, ,Ready To Move,Ready To Move,Hegganahalli,1 BHK,2,1,45.00,1200.00
Built-up  Area,August,Scheduled dates,18-Aug,Rajanna Layout,2 BHK,2,1,37.60,1116.00
Plot  Area, ,Ready To Move,Ready To Move,Nagarbhavi  BDA Complex,3 BHK,2,1,85.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarakki Nagar,3 BHK,4,1,338.00,2663.00
Built-up  Area, ,Ready To Move,Ready To Move,Devasthanagalu,2 BHK,2,2,45.00,1090.00
Super built-up  Area, ,Ready To Move,Ready To Move,JP Nagar,2 BHK,2,1,45.00,1100.00
Super built-up  Area,August,Scheduled dates,18-Aug,Kammasandra,3 BHK,2,1,34.13,1365.00
Super built-up  Area,February,Scheduled dates,20-Feb,Vijayanagar,3 BHK,3,2,79.19,1484.00
Super built-up  Area, ,Ready To Move,Ready To Move,Green Glen Layout,3 BHK,3,2,68.00,1630.00
Super built-up  Area,May,Scheduled dates,18-May,Whitefield,3 BHK,2,2,52.43,1451.00
Super built-up  Area,July,Scheduled dates,19-Jul,Kanakpura Road,2 BHK,2,1,107.00,1330.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thanisandra,3 BHK,3,2,135.00,2127.00
Plot  Area, ,Ready To Move,Ready To Move,Adityanagar,5 BHK,5,3,120.00,875.00
Plot  Area, ,Ready To Move,Ready To Move,Hallehalli,4 BHK,4,2,65.00,1260.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,2,2,45.75,1173.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronics City Phase 1,3 BHK,2,1,56.00,1445.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jayamahal Extension,4 BHK,4,1,400.00,2250.00
Plot  Area,December,Scheduled dates,18-Dec,Bannerghatta Road,3 BHK,4,2,239.00,1500.00
Super built-up  Area,November,Scheduled dates,18-Nov,Thanisandra,3 BHK,3,0,115.89,2336.50
Super built-up  Area, ,Ready To Move,Ready To Move,JP Nagar,2 BHK,2,1,47.88,1197.00
Plot  Area, ,Ready To Move,Ready To Move,2nd Stage Nagarbhavi,4 BHK,4,1,225.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,5 BHK,7,Not Provided,329.00,3930.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,3,62.40,1450.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,1,37.85,1187.00
Plot  Area, ,Ready To Move,Ready To Move,Wilson Garden,6 BHK,6,3,850.00,4000.00
Super built-up  Area,August,Scheduled dates,18-Aug,Channasandra,2 BHK,2,2,41.00,1050.00
Super built-up  Area,May,Scheduled dates,18-May,Panathur,3 BHK,2,2,54.80,1370.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,2,2,39.37,1036.00
Super built-up  Area,June,Scheduled dates,18-Jun,JP Nagar,3 BHK,3,2,41.20,1275.00
Super built-up  Area, ,Ready To Move,Ready To Move,Old Madras Road,4 BHK,3,2,115.00,2010.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thanisandra,2 BHK,2,2,46.60,1265.00
Super built-up  Area, ,Ready To Move,Ready To Move,Anandapura,3 BHK,3,2,58.00,1576.00
Super built-up  Area, ,Ready To Move,Ready To Move,Dodda Nekkundi,2 BHK,2,1,56.00,1148.00
Super built-up  Area, ,Ready To Move,Ready To Move,Green View Layout,2 BHK,2,1,36.00,1000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kudlu,3 BHK,2,2,85.00,1293.00
Plot  Area,May,Scheduled dates,18-May,TC Palaya,3 BHK,2,0,66.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Munnekollal,2 BHK,2,3,75.00,1210.00
Built-up  Area, ,Ready To Move,Ready To Move,HSR Layout,2 BHK,2,1,69.00,1126.00
Built-up  Area, ,Ready To Move,Ready To Move,Sarakki Nagar,3 BHK,4,1,175.00,1840.00
Built-up  Area, ,Ready To Move,Ready To Move,Vidyaranyapura,3 BHK,2,0,70.00,1440.00
Built-up  Area, ,Ready To Move,Ready To Move,Ramamurthy Nagar,3 BHK,2,2,52.00,1300.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thanisandra,2 BHK,2,2,75.00,1276.00
Plot  Area, ,Ready To Move,Ready To Move,Gidada Konnenahalli,6 BHK,4,2,105.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,1,83.00,1216.00
Super built-up  Area,April,Scheduled dates,18-Apr,Marenahalli,1 BHK,1,0,75.00,840.00
Plot  Area, ,Ready To Move,Ready To Move,Sector 1 HSR Layout,5 BHK,5,3,300.00,1240.00
Built-up  Area, ,Ready To Move,Ready To Move,Sompura,2 BHK,2,2,39.00,1126.00
Plot  Area, ,Ready To Move,Ready To Move,Mysore Road,1 BHK,1,0,23.00,45.00
Super built-up  Area,May,Scheduled dates,18-May,Raja Rajeshwari Nagar,2 BHK,2,0,65.00,1162.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,2,65.00,1301.00
Super built-up  Area,December,Scheduled dates,19-Dec,Devanahalli,1 BHK,1,1,34.00,658.00
Plot  Area, ,Ready To Move,Ready To Move,Sahakara Nagar,3 BHK,3,1,250.00,1350.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,3 BHK,3,2,280.00,2500.00
Built-up  Area, ,Ready To Move,Ready To Move,Chandapura,3 BHK,3,2,42.00,1208.51
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,2,38.41,1133.00
Super built-up  Area, ,Ready To Move,Ready To Move,Shettigere,3 BHK,2,1,116.00,1760.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur,2 BHK,2,1,25.38,940.00
Super built-up  Area, ,Ready To Move,Ready To Move,Badavala Nagar,2 BHK,2,2,57.00,1145.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,2 BHK,2,0,67.73,1302.50
Built-up  Area, ,Ready To Move,Ready To Move,Rahat Bagh,4 BHK,5,1,550.00,3900.00
Super built-up  Area, ,Ready To Move,Ready To Move,Omarbagh Layout,4 BHK,5,0,268.50,3317.50
Built-up  Area, ,Ready To Move,Ready To Move,Dasarahalli,2 BHK,2,2,50.00,1300.00
Super built-up  Area, ,Ready To Move,Ready To Move,Malleshwaram,3 BHK,4,3,326.00,2475.00
Super built-up  Area, ,Ready To Move,Ready To Move,6th Phase JP Nagar,3 BHK,3,Not Provided,200.00,2040.00
Built-up  Area, ,Ready To Move,Ready To Move,Hosakerehalli,1 BHK,1,0,150.00,1200.00
Plot  Area, ,Ready To Move,Ready To Move,Jigani,4 BHK,4,1,190.00,2420.00
Built-up  Area, ,Ready To Move,Ready To Move,Thubarahalli,2 BHK,2,1,80.00,1216.00
Super built-up  Area, ,Ready To Move,Ready To Move,Tumkur Road,3 BHK,2,1,110.00,1459.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jakkur,3 BHK,2,0,80.00,1622.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,2,85.00,1843.00
Plot  Area, ,Ready To Move,Ready To Move,Chikkasandra,2 BHK,1,1,52.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Malleshpalya,3 BHK,2,1,69.50,1430.00
Plot  Area, ,Ready To Move,Ready To Move,Kammanahalli,4 BHK,2,0,280.00,1800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Begur Road,3 BHK,2,2,57.91,1565.00
Super built-up  Area, ,Ready To Move,Ready To Move, Devarabeesana Halli,3 BHK,3,2,160.00,1670.00
Super built-up  Area, ,Ready To Move,Ready To Move,Lakshminarayana Pura,3 BHK,3,2,150.00,1695.00
Super built-up  Area, ,Ready To Move,Ready To Move,Akshayanagara West,2 BHK,2,2,75.00,1410.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kengeri Satellite Town,2 BHK,2,3,42.00,1060.00
Built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,2 BHK,2,2,50.00,1120.00
Plot  Area, ,Ready To Move,Ready To Move,Hosa Road,2 BHK,2,0,50.00,880.00
Super built-up  Area, ,Ready To Move,Ready To Move,Dodda Nekkundi,3 BHK,3,3,57.20,1435.00
Super built-up  Area, ,Ready To Move,Ready To Move,Doddakallasandra,3 BHK,2,2,56.99,1425.00
Super built-up  Area, ,Ready To Move,Ready To Move,Arekere,2 BHK,2,3,50.00,900.00
Built-up  Area,February,Scheduled dates,18-Feb,Escorts Colony,5 BHK,5,2,93.00,2400.00
Built-up  Area,December,Scheduled dates,21-Dec,Thanisandra,1 BHK,1,1,34.30,693.00
Plot  Area, ,Ready To Move,Ready To Move,Kengeri,3 BHK,3,1,90.00,600.00
Super built-up  Area,December,Scheduled dates,20-Dec,Electronic City,4 BHK,4,3,119.00,2435.00
Super built-up  Area,August,Scheduled dates,18-Aug,Iblur Village,3 BHK,3,2,150.00,1920.00
Super built-up  Area,March,Scheduled dates,18-Mar,Electronic City,1 BHK,1,1,47.00,630.00
Plot  Area, ,Ready To Move,Ready To Move,Hulimavu,5 BHK,5,0,101.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Nagavarapalya,1 BHK,1,1,55.00,705.00
Super built-up  Area,December,Scheduled dates,18-Dec,Srinivasa Nagar,3 BHK,2,2,75.60,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Mahadevpura,2 BHK,2,2,62.00,1532.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajiv Nagar,2 BHK,2,1,93.00,1330.00
Plot  Area, ,Ready To Move,Ready To Move,3rd Block Hrbr Layout,4 BHK,3,1,210.00,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,2,2,60.00,1530.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kasavanhalli,2 BHK,2,2,42.00,1105.00
Plot  Area, ,Ready To Move,Ready To Move,1st Phase JP Nagar,2 BHK,2,0,180.00,1566.00
Super built-up  Area,July,Scheduled dates,18-Jul,Harlur,3 BHK,3,1,95.10,1630.00
Built-up  Area, ,Ready To Move,Ready To Move,Banashankari,6 BHK,6,2,180.00,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Brookefield,3 BHK,2,3,75.00,1595.00
Super built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,2 BHK,2,2,53.00,1000.00
Plot  Area,May,Scheduled dates,18-May,"asha township, off hennur road",5 BHK,5,3,285.00,2400.00
Super built-up  Area,May,Scheduled dates,18-May,Electronic City Phase II,2 BHK,2,1,28.88,1000.00
Plot  Area, ,Ready To Move,Ready To Move,1A Block Koramangala,4 BHK,4,1,650.00,2360.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,3 BHK,2,3,95.00,1737.00
Super built-up  Area, ,Ready To Move,Ready To Move,Near International Airport,4 BHK,4,2,150.00,2100.00
Built-up  Area, ,Ready To Move,Ready To Move,Hosakerehalli,8 BHK,6,1,145.00,3600.00
Built-up  Area, ,Ready To Move,Ready To Move,Mysore Road,2 BHK,2,1,50.00,883.00
Super built-up  Area, ,Ready To Move,Ready To Move,BTM Layout,3 BHK,2,3,75.00,1776.00
Super built-up  Area,December,Scheduled dates,19-Dec,Anjanapura,3 BHK,2,1,37.72,1347.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,3 BHK,2,2,55.00,1330.00
Plot  Area, ,Ready To Move,Ready To Move,Sector 1 HSR Layout,2 BHK,2,1,120.00,600.00
Built-up  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,4 BHK,4,3,370.00,3730.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,3 BHK,3,2,135.00,1459.00
Super built-up  Area,December,Scheduled dates,19-Dec,Thanisandra,4 BHK,5,2,135.00,2259.00
Built-up  Area, ,Ready To Move,Ready To Move,JP Nagar,7 BHK,4,1,160.00,2700.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gubbalala,2 BHK,2,2,32.25,1008.00
Super built-up  Area, ,Ready To Move,Ready To Move,NTI Layout,2 BHK,2,2,52.50,1200.00
Super built-up  Area,May,Scheduled dates,18-May,Vasanth nagar,4 BHK,4,1,528.00,2328.00
Plot  Area, ,Ready To Move,Ready To Move,BTM 1st Stage,7 BHK,7,3,110.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City,2 BHK,1,1,15.50,660.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,3 BHK,2,2,250.00,1800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,4 BHK,4,3,550.00,3100.00
Super built-up  Area,August,Scheduled dates,19-Aug,Yelahanka,2 BHK,2,0,50.58,1405.00
